No.	Size	Cred	Members
1	2	0.13766666666666666	{t2,t5}
2	3	0.088	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.1481111111111111	{t1,t5}
5	3	0.087	{t2,t3,t5}
6	4	0.15088888888888888	{t1,t2,t3,t5}
7	2	0.14455555555555555	{t3,t5}
8	3	0.08455555555555555	{t1,t3,t5}
9	3	0.07777777777777778	{t2,t4,t5}
10	4	0.142	{t1,t2,t4,t5}
11	2	0.15188888888888888	{t4,t5}
12	3	0.0971111111111111	{t1,t4,t5}
13	4	0.14966666666666667	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.09444444444444444	{t3,t4,t5}
16	4	0.15422222222222223	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.14055555555555554	{t1,t2}
19	1	1.0	{t1}
20	2	0.13766666666666666	{t2,t3}
21	3	0.08622222222222223	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.13633333333333333	{t1,t3}
24	2	0.13844444444444445	{t2,t4}
25	3	0.08533333333333333	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.14655555555555555	{t1,t4}
28	3	0.07933333333333334	{t2,t3,t4}
29	4	0.13011111111111112	{t1,t2,t3,t4}
30	2	0.1371111111111111	{t3,t4}
31	3	0.07444444444444444	{t1,t3,t4}

