No.	Size	Cred	Members
1	2	0.13822222222222222	{t2,t5}
2	3	0.07733333333333334	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.14333333333333334	{t1,t5}
5	3	0.08588888888888889	{t2,t3,t5}
6	4	0.14122222222222222	{t1,t2,t3,t5}
7	2	0.1438888888888889	{t3,t5}
8	3	0.082	{t1,t3,t5}
9	3	0.087	{t2,t4,t5}
10	4	0.13444444444444445	{t1,t2,t4,t5}
11	2	0.143	{t4,t5}
12	3	0.08877777777777777	{t1,t4,t5}
13	4	0.14522222222222222	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.08422222222222223	{t3,t4,t5}
16	4	0.147	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.14	{t1,t2}
19	1	1.0	{t1}
20	2	0.15588888888888888	{t2,t3}
21	3	0.09266666666666666	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.1358888888888889	{t1,t3}
24	2	0.13477777777777777	{t2,t4}
25	3	0.08155555555555556	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.1501111111111111	{t1,t4}
28	3	0.09244444444444444	{t2,t3,t4}
29	4	0.14366666666666666	{t1,t2,t3,t4}
30	2	0.14333333333333334	{t3,t4}
31	3	0.08811111111111111	{t1,t3,t4}

