No.	Size	Cred	Members
1	2	0.14544444444444443	{t2,t5}
2	3	0.05377777777777778	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.12622222222222224	{t1,t5}
5	3	0.08744444444444445	{t2,t3,t5}
6	4	0.10944444444444444	{t1,t2,t3,t5}
7	2	0.1378888888888889	{t3,t5}
8	3	0.07522222222222222	{t1,t3,t5}
9	3	0.10122222222222223	{t2,t4,t5}
10	4	0.16	{t1,t2,t4,t5}
11	2	0.1391111111111111	{t4,t5}
12	3	0.08911111111111111	{t1,t4,t5}
13	4	0.1507777777777778	{t2,t3,t4,t5}
14	5	1.0	{t1,t2,t3,t4,t5}
15	3	0.08866666666666667	{t3,t4,t5}
16	4	0.14144444444444446	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.1228888888888889	{t1,t2}
19	1	1.0	{t1}
20	2	0.152	{t2,t3}
21	3	0.08333333333333333	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.151	{t1,t3}
24	2	0.14922222222222223	{t2,t4}
25	3	0.09144444444444444	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.17422222222222222	{t1,t4}
28	3	0.09633333333333334	{t2,t3,t4}
29	4	0.14866666666666667	{t1,t2,t3,t4}
30	2	0.12755555555555556	{t3,t4}
31	3	0.09755555555555556	{t1,t3,t4}

