No.	Size	Cred	Members
1	2	0.12511111111111112	{t2,t5}
2	3	0.04811111111111111	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.10055555555555555	{t1,t5}
5	3	0.05633333333333333	{t2,t3,t5}
6	4	0.04888888888888889	{t1,t2,t3,t5}
7	2	0.11277777777777778	{t3,t5}
8	3	0.05488888888888889	{t1,t3,t5}
9	3	0.05422222222222222	{t2,t4,t5}
10	4	0.060333333333333336	{t1,t2,t4,t5}
11	2	0.10344444444444445	{t4,t5}
12	3	0.058666666666666666	{t1,t4,t5}
13	4	0.04377777777777778	{t2,t3,t4,t5}
14	5	0.119	{t1,t2,t3,t4,t5}
15	3	0.03744444444444445	{t3,t4,t5}
16	4	0.04877777777777778	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.08866666666666667	{t1,t2}
19	1	1.0	{t1}
20	2	0.106	{t2,t3}
21	3	0.042	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.14133333333333334	{t1,t3}
24	2	0.11011111111111112	{t2,t4}
25	3	0.04722222222222222	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.10922222222222222	{t1,t4}
28	3	0.03911111111111111	{t2,t3,t4}
29	4	0.04588888888888889	{t1,t2,t3,t4}
30	2	0.09022222222222222	{t3,t4}
31	3	0.049	{t1,t3,t4}
32	3	0.05355555555555556	{t2,t5,t6}
33	4	0.035555555555555556	{t1,t2,t5,t6}
34	2	0.11166666666666666	{t5,t6}
35	3	0.04211111111111111	{t1,t5,t6}
36	4	0.04922222222222222	{t2,t3,t5,t6}
37	5	0.13444444444444445	{t1,t2,t3,t5,t6}
38	3	0.03666666666666667	{t3,t5,t6}
39	4	0.04911111111111111	{t1,t3,t5,t6}
40	4	0.050444444444444445	{t2,t4,t5,t6}
41	5	0.11255555555555556	{t1,t2,t4,t5,t6}
42	3	0.03944444444444444	{t4,t5,t6}
43	4	0.04988888888888889	{t1,t4,t5,t6}
44	5	0.10911111111111112	{t2,t3,t4,t5,t6}
45	6	1.0	{t1,t2,t3,t4,t5,t6}
46	4	0.04211111111111111	{t3,t4,t5,t6}
47	5	0.11155555555555556	{t1,t3,t4,t5,t6}
48	2	0.1131111111111111	{t2,t6}
49	3	0.036333333333333336	{t1,t2,t6}
50	1	1.0	{t6}
51	2	0.10733333333333334	{t1,t6}
52	3	0.04666666666666667	{t2,t3,t6}
53	4	0.04588888888888889	{t1,t2,t3,t6}
54	2	0.097	{t3,t6}
55	3	0.052	{t1,t3,t6}
56	3	0.05977777777777778	{t2,t4,t6}
57	4	0.051111111111111114	{t1,t2,t4,t6}
58	2	0.12577777777777777	{t4,t6}
59	3	0.04922222222222222	{t1,t4,t6}
60	4	0.04555555555555556	{t2,t3,t4,t6}
61	5	0.10222222222222223	{t1,t2,t3,t4,t6}
62	3	0.056	{t3,t4,t6}
63	4	0.043444444444444445	{t1,t3,t4,t6}

