No.	Size	Cred	Members
1	2	0.11266666666666666	{t2,t5}
2	3	0.047	{t1,t2,t5}
3	1	1.0	{t5}
4	2	0.10966666666666666	{t1,t5}
5	3	0.049777777777777775	{t2,t3,t5}
6	4	0.04733333333333333	{t1,t2,t3,t5}
7	2	0.11011111111111112	{t3,t5}
8	3	0.05	{t1,t3,t5}
9	3	0.043666666666666666	{t2,t4,t5}
10	4	0.044	{t1,t2,t4,t5}
11	2	0.09833333333333333	{t4,t5}
12	3	0.04633333333333333	{t1,t4,t5}
13	4	0.04677777777777778	{t2,t3,t4,t5}
14	5	0.11322222222222222	{t1,t2,t3,t4,t5}
15	3	0.04488888888888889	{t3,t4,t5}
16	4	0.050444444444444445	{t1,t3,t4,t5}
17	1	1.0	{t2}
18	2	0.10177777777777777	{t1,t2}
19	1	1.0	{t1}
20	2	0.11566666666666667	{t2,t3}
21	3	0.04722222222222222	{t1,t2,t3}
22	1	1.0	{t3}
23	2	0.11533333333333333	{t1,t3}
24	2	0.12555555555555556	{t2,t4}
25	3	0.047	{t1,t2,t4}
26	1	1.0	{t4}
27	2	0.11044444444444444	{t1,t4}
28	3	0.04811111111111111	{t2,t3,t4}
29	4	0.050222222222222224	{t1,t2,t3,t4}
30	2	0.11611111111111111	{t3,t4}
31	3	0.051555555555555556	{t1,t3,t4}
32	3	0.042666666666666665	{t2,t5,t6}
33	4	0.041555555555555554	{t1,t2,t5,t6}
34	2	0.12622222222222224	{t5,t6}
35	3	0.050555555555555555	{t1,t5,t6}
36	4	0.043222222222222224	{t2,t3,t5,t6}
37	5	0.10188888888888889	{t1,t2,t3,t5,t6}
38	3	0.051444444444444445	{t3,t5,t6}
39	4	0.04588888888888889	{t1,t3,t5,t6}
40	4	0.04188888888888889	{t2,t4,t5,t6}
41	5	0.10988888888888888	{t1,t2,t4,t5,t6}
42	3	0.049777777777777775	{t4,t5,t6}
43	4	0.05311111111111111	{t1,t4,t5,t6}
44	5	0.10644444444444444	{t2,t3,t4,t5,t6}
45	6	1.0	{t1,t2,t3,t4,t5,t6}
46	4	0.04844444444444444	{t3,t4,t5,t6}
47	5	0.11688888888888889	{t1,t3,t4,t5,t6}
48	2	0.10633333333333334	{t2,t6}
49	3	0.04011111111111111	{t1,t2,t6}
50	1	1.0	{t6}
51	2	0.11233333333333333	{t1,t6}
52	3	0.03866666666666667	{t2,t3,t6}
53	4	0.04655555555555556	{t1,t2,t3,t6}
54	2	0.10244444444444445	{t3,t6}
55	3	0.050888888888888886	{t1,t3,t6}
56	3	0.05688888888888889	{t2,t4,t6}
57	4	0.05211111111111111	{t1,t2,t4,t6}
58	2	0.11344444444444444	{t4,t6}
59	3	0.049777777777777775	{t1,t4,t6}
60	4	0.04533333333333334	{t2,t3,t4,t6}
61	5	0.11877777777777777	{t1,t2,t3,t4,t6}
62	3	0.04477777777777778	{t3,t4,t6}
63	4	0.04844444444444444	{t1,t3,t4,t6}

